,comment,like,time,title_list
405,"Not me crying, man wtfwhen Keria said when he took off his headset and his body just lost control I was like woah okay, but then when Faker said, the win won't be for him but for his team that got me man. That's when I was like wow, yeah this guy really felt that loss and the weight of his teams expectations to lead them victory. Whether it's T1 the favorited to win or WBG the underdogs that take it it'll be an amazing finals.",6,4 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
406,"""The fourth trophy.. is for my teammates."" hits different.",1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
407,"T1, and Faker, and 7 Years. Legend never dies.",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
408,"Who wrote the script!!! This is not a teaser, it's a whole cinematic right there!!",3,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
409,"Honestly i haven't watched a teaser that I teared up in my eyes. When faker said the 4th trophy is for his teammates, omg that is just...faked is the goat forever in league of legends esports. Im not going to say otherwise",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
410,VAMOS T1,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
411,"I WAS THERE, LETS GO T1, THEY NEED THE FOURTH STAR.",3,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
412,휴가쓰고 오늘 히루 눈 뜨면서 몇시간째 2023 티저 반복주행 하는 내가 승자다.. 시간이 순삭된다..,2,21 hours ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
413,LLORE DONDE FAKER DICE QUE EL CUARTO TROFEO ES POR SUS COMPAÑEROS ,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
414,"Ooofff, super hype for this. T1 take my energy!!",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
415,"It makes me sad to remember that I started playing lol in season 2 (when I saw the trophy and TPA appears), I had no worries in life and I had fun with the game, it no longer does and those beautiful moments will not return. Even so, I only watch the World Cups out of nostalgia.",2,3 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
416,rooting for t1!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
417,4:52 눈물나ㅠㅠㅠㅠㅠ 티원 화이팅!!!!!!,3,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
418,"he did it "" The 4th Title will be for my teammates"" ",1,4 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
419,两周前我还在期待四强四只lpl，如今我们只有最后的希望了加油wbg,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
420,"Believed since Day 1. Let’s get it, T1.",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
421,4:42 got it for me. 13 years of league of legends. Love y'all,1,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
422,GOOSEBUMPS LETS GO FAKER,3,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
423,OMG....!!!!!! THE TRANSITIONS got me emotional!!! The team behind these trailers have heard the massive positive feedback from the groups trailer and replicate it here!,6,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
424,Zeus!! Thunder God of the top lane!! Let's go T1,2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
425,This video got me started on LoL again. I am a player who has been playing since beta and completely quit around 2017-2018.,2,1 day ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
426,Every year is more epic than the other ,2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
427,이겨줘 T1!!!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
428,"""All for one, one for all""T1 Fighting !!!!!!!",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
429,"This teaser, man. Goosebumps factory! ",4,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
430,"Insane production, hands down",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
431,"Video transitions have been good up to this point, but sometimes felt a bit forced (like the Faker one in the ""Golden Road"" teaser). The transitions on this video are MAGNIFICENT... I gasped OUT LOUD at 5:03-5:05, the way everything flows with the music starting at 5:14 and the whole ending sequence from 5:43 to 6:01... WHAT A TEASER",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
432,"와,....... 티져보고 울컥하는건 오랜만이네....",1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
433,진짜 오늘 경기 기대됩니다ㅏㅏㅏㅏ 개최국승리 화이팅!!!!!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
434,LONG LIVE THESHY! GLORY TO THE LPL! XIAOHOU FOREVER! BRING IT HOME!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
435,"Man, this teaser hit different. So many world champions in one game.",4,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
436,"He finally gets to participate at Worlds in Seoul.It's his 10th anniversary.Lost in finals 2-3 last year with same roster.Hurt his arm and had to take a break right before the tournament, and it looked as shaky as could be.",1,3 minutes ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
437,와 진짜 영상 잘 뽑네요 페이커 이번엔 우승 했으면 좋겠네요 화이팅 입니다,2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
438,LET'S GO T1,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
439,Faker wanting to win for his teammate randomly made me cry.. Please make it come true,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
440,sweating for T1.Lets go!!!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
441,"if this is will be the last time this roster play together as a team, then let's us make sure that we will sending them off with a bang! but if today is a new start of a new beginning, then let's make this moment something that made us stronger in the future.",3,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
442,제오페구케 꼭 우승해서 오래오래 보자티원 화이팅! 믿어!,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
443,이번에 진짜 모든 티저를 다 개잘뽑네,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
444,"After Faker said that, we all realized that he will eventually leave after this final attempt.",2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
445,페이커가 우리팀을 위한 거라고 말하면서 팀 동료들 돌아보면서 씩 웃어주는데 짠하더라 단순한 연출일뿐이라고 할 수 있지만 실제로 2년 넘게 같이 동고동락했으니까 확 와닿는 부분이 있었음,1,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
446,동거동락,0,2 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
447, @user-lz8bb3mh8t 고가 맞음,0,2 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
448, @lovnpse  그렇군요,0,2 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
449,RIOT never disappoints with the final teaser.,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
450,Go T1,6,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
451,"Everyone knows, for an anime main character the power of friendship is the most OPand faker is the main character",3,1 day ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
452,The emotions with this trailer. Its tooooooo much. ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
453,4번째 우승은 우리 팀을 위한 것입니다. 울었다면 개추,3,4 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
454,그 카메라맨과 젠첩들은 부들되고있겠지만 역사상 최초로 월즈에서 모든 lpl팀을 꺽고 우승한 최초의사례가되자 티원화이팅 그리고 빛돌님 그립습니다.,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
455,Nah they went absolutely crazy this year with the teasers man these are so good,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
456,"Faker doing it for his teammates, got me tearing up 🥹",2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
457,팬을 위한 것이기도 합니다 제발 우승해주세요 파이팅!,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
458,"I can't imagine T1 not winning, they have to, after all these years, after last year's final, it would be a great ending for fakers career",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
459,Nothing will beat DRX vs T1 but I'm hyped!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
460,"oh my god riot teasers are always top tier, capturing all story lines, giving chills every second",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
461,SOLO QUIERO QUE FAKER TENGA ESE TROFEO ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
462,I want Faker to win the fourth trophy for his teammates.,36,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
463,I hope WBG wins. I don't even like them. I just want to see all the Faker fanboys cry .,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
464, @DonKey496 L,3,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
465, @DonKey496  You're the one crying now.,3,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
466, @DonKey496 cry me some bozo  got your ahh handed lil bro,0,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
467,South Korea’s LOL 2023 trailers are just bangers! ,2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
468,Omoyah!!!!!! I cried!! Faker!! T1!! Let’s go! Fighting!!!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
469,"actually teared up , grew up watching Faker and TheShy",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
470,"VAMOS T1 LCTMR!!!!! Si ganas le daré un giro de 360 a mi vida, por favooooor!",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
471,RIOT NEVER DISAPPOINTS!!!,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
472,"One side for his last dance, one side for his teammate last dance ",4,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
473,퀄리티 지린다 진짜....ㄷㄷ,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
474,just ran the bangkok marathon this mourning and i was just blasting gods on repeat and everytime i was tired i just yelled T1 fighting like  a maniac so they better win,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
475,LETS GO T1!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
476,벌써 다음시즌 월즈 뮤비가 기대된다 개인적으로 제우스 선수 스토리도 좋을거 같음,2,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
477,AND HE DID IT FOR HIS TEAM!!!! Ran the LPL Elite 4 for the Title!!!,2,4 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
478,T1 TAKE MY ENERGY ,3,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
479,Fourth trophy is for my teammates and faker maked it a reality,5,4 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
480,팀을 위한 우승ㅠㅠ진짜 우승하면 울것 같음ㅠㅠ,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
481,티원 이기고 티져 다시보니까 시발ㅋㅋㅋㅋㅋ 진짜 눈물나게 감동이네,9,3 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
482,GO T1!!!!!!! GO TEAM FAKER!!!!!!! GET THAT LEAGUE OF LEGENDS WORLDS 2023 CHAMPION!!!!!!!!!!! WE CAN ALL DO IT!!!!!!! FIGHTING!!!!! ,0,4 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
483,THIS HITS SO MUCH DIFFERENT NOW!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! T1 FIGHTING!!!!!!!!!!!!!!!!!!!!!!!!!!,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
484,THE FOURTH ONE IS FOR MY TEAMMATES OMG  T1 FIGHTING ️,5,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
485,Thanks You T1 ️,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
486,4:59..와 개멋있다 ㅜㅜ,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
487,LETS GOO T1 !!!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
488,The fourth trophy is for my teammates 🥹 VAMOSSSS T11111,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
489,LEEEEET´S GOOOO T1,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
490,Let's go T1,5,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
491,I cried when Faker said the fourth trophy is for my teammate ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
492,I never knew a League of Legends world finals teaser would make me cry,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
493,Faker is the perfect main character for the story that is LOL Esports,2,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
494,Goosebump ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
495,let's go T1,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
496,5:02 no words to explain this feeling,6,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
497,"My brother is a fan of Faker, and I am a fan of NewJeans, the theme song is really interesting when my brother's favorite is combined with my favorite, it's really meaningful.",3,1 day ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
498,"4:53 when the picture show up and I cried when I watched the scene where Faker said: ""The 4th trophy is not for me but for my teammates""",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
499,let's go T1,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
500,This is sooo  My heart hurt T1 lets go!!!!!,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
501,T1 FIGHTING ,0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
502,Let's go T1 !!!!!,4,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
503,期望越大壓力越大,0,4 days ago (edited),T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
504,"Legend never die, Legend write history forever.",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
505,제발 t1 우승하게 해주세요...............,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
506,"Братья, я в конце заплакал....",0,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
507,5:56 the last frame of guma is so good.,1,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
508,RIOT PRODUCTION TEAM WENT ABSOLUTLY INSANE ON THIS VIDEO GG,4,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
509,its all in korean team making all this teasers in worlds,4,4 days ago,T1 vs WBG | THE GLORY | 결승 티저 | 2023 월드 챔피언십
